"Company Name",Website,"Job Title","Job URL"
"GXO Logistics, Inc",https://gxo.com/,"Material Handler II - 4th Shift and 5th Shift",https://jobs.gxo.com/job/Hanahan-Material-Handler-II-4th-Shift-and-5th-Shift-SC-29461/1201728200/
"GXO Logistics, Inc",https://gxo.com/,"Forklift Operator - 3rd Shift",https://jobs.gxo.com/job/Richmond-Forklift-Operator-3rd-Shift-VA-23237/1201345300/
"GXO Logistics, Inc",https://gxo.com/,"Lead - 1st Shift",https://jobs.gxo.com/job/The-Dalles-Lead-1st-Shift-OR-97058/1201516900/
"GXO Logistics, Inc",https://gxo.com/,"Material Handler II - All Shifts",https://jobs.gxo.com/job/Hanahan-Material-Handler-II-All-Shifts-SC-29461/1201730300/
"GXO Logistics, Inc",https://gxo.com/,"Head of Sales",https://jobs.gxo.com/job/Chicago-Head-of-Sales-IL-60657/1201425100/
"GXO Logistics, Inc",https://gxo.com/,"Lead - 1st Shift",https://jobs.gxo.com/job/Marcy-Lead-1st-Shift-NY-13043/1201342100/
"GXO Logistics, Inc",https://gxo.com/,"Customer Liason Manager",https://jobs.gxo.com/job/South-Normanton-Customer-Liason-Manager/1201346100/
"GXO Logistics, Inc",https://gxo.com/,"Lead II - Weekend Shift",https://jobs.gxo.com/job/Clayton-Lead-II-Weekend-Shift-IN-46118/1201513700/
"GXO Logistics, Inc",https://gxo.com/,"Forklift Operator - 2nd Shift",https://jobs.gxo.com/job/Omaha-Forklift-Operator-2nd-Shift-NE-68138/1201342300/
"GXO Logistics, Inc",https://gxo.com/,"PIT Operator - 1st Shift and 3rd Shift",https://jobs.gxo.com/job/Hanahan-PIT-Operator-1st-Shift-and-3rd-Shift-SC-29461/1201729500/
"GXO Logistics, Inc",https://gxo.com/,"Global SG&A Finance Manager - Hybrid, Greenwich, CT",https://jobs.gxo.com/job/Greenwich-Global-SG&A-Finance-Manager-Hybrid%2C-Greenwich%2C-CT-CT-06831/1201443100/
"GXO Logistics, Inc",https://gxo.com/,"Lead - 1st Shift",https://jobs.gxo.com/job/Gresham-Lead-1st-Shift-OR-97030/1179395100/
"GXO Logistics, Inc",https://gxo.com/,"Maintenance Tech - 2nd Shifts",https://jobs.gxo.com/job/Hagerstown-Maintenance-Tech-2nd-Shifts-MD-21740/1179501000/
"GXO Logistics, Inc",https://gxo.com/,"AP & Treasury Accounting Manager - Hybrid, Greenwich, CT",https://jobs.gxo.com/job/Greenwich-AP-&-Treasury-Accounting-Manager-Hybrid%2C-Greenwich%2C-CT-CT-06831/1179393500/
"GXO Logistics, Inc",https://gxo.com/,"Transport Shift Manager (Days)",https://jobs.gxo.com/job/Wellingborough-Transport-Shift-Manager-%28Days%29/1189545000/
"GXO Logistics, Inc",https://gxo.com/,"QHSE Manager",https://jobs.gxo.com/job/Northampton-QHSE-Manager/1189632200/
"GXO Logistics, Inc",https://gxo.com/,"Mechanical Engineer - 1st Shift",https://jobs.gxo.com/job/Clayton-Mechanical-Engineer-1st-Shift-IN-46118/1145018700/
"GXO Logistics, Inc",https://gxo.com/,"Director, Public Relations",https://jobs.gxo.com/job/Greenwich-Director%2C-Public-Relations-CT-06831/1189597200/
"GXO Logistics, Inc",https://gxo.com/,"Operations Supervisor - 1st Shift",https://jobs.gxo.com/job/Pryor-Operations-Supervisor-1st-Shift-OK-74361/1189915700/
"GXO Logistics, Inc",https://gxo.com/,"Senior .Net Software Engineer",https://jobs.gxo.com/job/Atlanta-Senior-_Net-Software-Engineer-GA-30349/1139079500/
"GXO Logistics, Inc",https://gxo.com/,"Director of Operations",https://jobs.gxo.com/job/Forest-Park-Director-of-Operations-GA-30297/1157739200/
"GXO Logistics, Inc",https://gxo.com/,"QHSE Coordinator",https://jobs.gxo.com/job/Peterborough-QHSE-Coordinator/1189041000/
"GXO Logistics, Inc",https://gxo.com/,"Class 1 Driver",https://jobs.gxo.com/job/Snetterton%2C-Norfolk-Class-1-Driver/1189122100/
"GXO Logistics, Inc",https://gxo.com/,"Operations Training Supervisor - 1st Shift",https://jobs.gxo.com/job/Pryor-Operations-Training-Supervisor-1st-Shift-OK-74361/1177049500/
"GXO Logistics, Inc",https://gxo.com/,"Operations Supervisor - 1st Shift",https://jobs.gxo.com/job/Simi-Valley-Operations-Supervisor-1st-Shift-CA-93065/1178615000/
"GXO Logistics, Inc",https://gxo.com/,"Operations Supervisor - 2nd Shift",https://jobs.gxo.com/job/Simi-Valley-Operations-Supervisor-2nd-Shift-CA-93065/1178620700/
